0,1
1.400,0.200
1.400,0.200
1.300,0.200
1.500,0.200
1.400,0.200
1.700,0.400
1.400,0.300
1.500,0.200
1.400,0.200
1.500,0.100
1.500,0.200
1.600,0.200
1.400,0.100
1.100,0.100
1.200,0.200
1.500,0.400
1.300,0.400
1.400,0.300
1.700,0.300
1.500,0.300
1.700,0.200
1.500,0.400
1.000,0.200
1.700,0.500
1.900,0.200
1.600,0.200
1.600,0.400
1.500,0.200
1.400,0.200
1.600,0.200
1.600,0.200
1.500,0.400
1.500,0.100
1.400,0.200
1.500,0.200
1.200,0.200
1.300,0.200
1.400,0.100
1.300,0.200
1.500,0.200
1.300,0.300
1.300,0.300
1.300,0.200
1.600,0.600
1.900,0.400
1.400,0.300
1.600,0.200
1.400,0.200
1.500,0.200
1.400,0.200
4.700,1.400
4.500,1.500
4.900,1.500
4.000,1.300
4.600,1.500
4.500,1.300
4.700,1.600
3.300,1.000
4.600,1.300
3.900,1.400
3.500,1.000
4.200,1.500
4.000,1.000
4.700,1.400
3.600,1.300
4.400,1.400
4.500,1.500
4.100,1.000
4.500,1.500
3.900,1.100
4.800,1.800
4.000,1.300
4.900,1.500
4.700,1.200
4.300,1.300
4.400,1.400
4.800,1.400
5.000,1.700
4.500,1.500
3.500,1.000
3.800,1.100
3.700,1.000
3.900,1.200
5.100,1.600
4.500,1.500
4.500,1.600
4.700,1.500
4.400,1.300
4.100,1.300
4.000,1.300
4.400,1.200
4.600,1.400
4.000,1.200
3.300,1.000
4.200,1.300
4.200,1.200
4.200,1.300
4.300,1.300
3.000,1.100
4.100,1.300
6.000,2.500
5.100,1.900
5.900,2.100
5.600,1.800
5.800,2.200
6.600,2.100
4.500,1.700
6.300,1.800
5.800,1.800
6.100,2.500
5.100,2.000
5.300,1.900
5.500,2.100
5.000,2.000
5.100,2.400
5.300,2.300
5.500,1.800
6.700,2.200
6.900,2.300
5.000,1.500
5.700,2.300
4.900,2.000
6.700,2.000
4.900,1.800
5.700,2.100
6.000,1.800
4.800,1.800
4.900,1.800
5.600,2.100
5.800,1.600
6.100,1.900
6.400,2.000
5.600,2.200
5.100,1.500
5.600,1.400
6.100,2.300
5.600,2.400
5.500,1.800
4.800,1.800
5.400,2.100
5.600,2.400
5.100,2.300
5.100,1.900
5.900,2.300
5.700,2.500
5.200,2.300
5.000,1.900
5.200,2.000
5.400,2.300
5.100,1.800
